PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
20935158,Evaluation of polymorphisms in predicted target sites for micro RNAs differentially expressed in endometriosis,"Zhao ZZ, Croft L, Nyholt DR, Chapman B, Treloar SA, Hull ML, Montgomery GW.",Mol Hum Reprod. 2011 Feb;17(2):92-103. doi: 10.1093/molehr/gaq084. Epub 2010 Oct 8.,Zhao ZZ,Mol Hum Reprod,2011,2010/10/12,PMC3023296,,10.1093/molehr/gaq084
20720260,Estrogen induces distinct patterns of microRNA expression within the mouse uterus,"Nothnick WB, Healy C.",Reprod Sci. 2010 Nov;17(11):987-94. doi: 10.1177/1933719110377472. Epub 2010 Aug 18.,Nothnick WB,Reprod Sci,2010,2010/8/20,PMC4086356,NIHMS595199,10.1177/1933719110377472
22328907,Uterine microRNA signature and consequence of their dysregulation in uterine disorders,Chegini N.,Anim Reprod. 2010 Jul;7(3):117-128.,Chegini N,Anim Reprod,2010,2012/2/14,PMC3275910,NIHMS277116,
20300586,Differential expression of microRNAs between eutopic and ectopic endometrium in ovarian endometriosis,"Filigheddu N, Gregnanin I, Porporato PE, Surico D, Perego B, Galli L, Patrignani C, Graziani A, Surico N.",J Biomed Biotechnol. 2010;2010:369549. doi: 10.1155/2010/369549. Epub 2010 Mar 10.,Filigheddu N,J Biomed Biotechnol,2010,2010/3/20,PMC2837904,,10.1155/2010/369549
19773286,The role of microRNAs in endometriosis and associated reproductive conditions,"Teague EM, Print CG, Hull ML.",Hum Reprod Update. 2010 Mar-Apr;16(2):142-65. doi: 10.1093/humupd/dmp034. Epub 2009 Sep 22.,Teague EM,Hum Reprod Update,2010,2009/9/24,,,10.1093/humupd/dmp034
19692421,MicroRNA expression profiling of eutopic secretory endometrium in women with versus without endometriosis,"Burney RO, Hamilton AE, Aghajanova L, Vo KC, Nezhat CN, Lessey BA, Giudice LC.",Mol Hum Reprod. 2009 Oct;15(10):625-31. doi: 10.1093/molehr/gap068. Epub 2009 Aug 19.,Burney RO,Mol Hum Reprod,2009,2009/8/21,PMC2744474,,10.1093/molehr/gap068
19651637,Epigenetics of endometriosis,Guo SW.,Mol Hum Reprod. 2009 Oct;15(10):587-607. doi: 10.1093/molehr/gap064. Epub 2009 Aug 3.,Guo SW,Mol Hum Reprod,2009,2009/8/5,,,10.1093/molehr/gap064
19088369,The expression and ovarian steroid regulation of endometrial micro-RNAs,"Toloubeydokhti T, Pan Q, Luo X, Bukulmez O, Chegini N.",Reprod Sci. 2008 Dec;15(10):993-1001. doi: 10.1177/1933719108324132.,Toloubeydokhti T,Reprod Sci,2008,2008/12/18,PMC2729333,NIHMS121200,10.1177/1933719108324132
19074548,MicroRNA-regulated pathways associated with endometriosis,"Ohlsson Teague EM, Van der Hoek KH, Van der Hoek MB, Perry N, Wagaarachchi P, Robertson SA, Print CG, Hull LM.",Mol Endocrinol. 2009 Feb;23(2):265-75. doi: 10.1210/me.2008-0387. Epub 2008 Dec 12.,Ohlsson Teague EM,Mol Endocrinol,2009,2008/12/17,PMC5419313,,10.1210/me.2008-0387
18951330,MicroRNA signature and regulatory functions in the endometrium during normal and disease states,"Pan Q, Chegini N.",Semin Reprod Med. 2008 Nov;26(6):479-93. doi: 10.1055/s-0028-1096128. Epub 2008 Oct 24.,Pan Q,Semin Reprod Med,2008,2008/10/28,PMC2728121,NIHMS121242,10.1055/s-0028-1096128
17766684,The expression profile of micro-RNA in endometrium and endometriosis and the influence of ovarian steroids on their expression,"Pan Q, Luo X, Toloubeydokhti T, Chegini N.",Mol Hum Reprod. 2007 Nov;13(11):797-806. doi: 10.1093/molehr/gam063. Epub 2007 Aug 31.,Pan Q,Mol Hum Reprod,2007,2007/9/4,,,10.1093/molehr/gam063
